Question_No,Question,Topic_tags,Acceptance_rate,isPremium,Difficulty
2062, Count Vowel Substrings of a String,"['Hash Table', 'String']",68.90%,FALSE,Easy
2063, Vowels of All Substrings,"['Math', 'String', '2+']",54.30%,FALSE,Medium
2064, Minimized Maximum of Products Distributed to Any Store,"['Array', 'Binary Search']",54.00%,FALSE,Medium
2065, Maximum Path Quality of a Graph,"['Array', 'Backtracking', 'Graph']",59.10%,FALSE,Hard
2066, Account Balance,['Database'],82.00%,TRUE,Medium
2067, Number of Equal Count Substrings,"['String', 'Counting', 'Prefix Sum']",45.90%,TRUE,Medium
2068, Check Whether Two Strings are Almost Equivalent,"['Hash Table', 'String', 'Counting']",64.00%,FALSE,Easy
2069, Walking Robot Simulation II,"['Design', 'Simulation']",26.60%,FALSE,Medium
2070, Most Beautiful Item for Each Query,"['Array', 'Binary Search', 'Sorting']",49.90%,FALSE,Medium
2071, Maximum Number of Tasks You Can Assign,"['Array', 'Binary Search', 'Greedy', '3+']",33.60%,FALSE,Hard
2072, The Winner University,['Database'],74.40%,TRUE,Easy
2073, Time Needed to Buy Tickets,"['Array', 'Queue', 'Simulation']",70.00%,FALSE,Easy
2074, Reverse Nodes in Even Length Groups,['Linked List'],59.20%,FALSE,Medium
2075, Decode the Slanted Ciphertext,"['String', 'Simulation']",49.10%,FALSE,Medium
2076, Process Restricted Friend Requests,"['Union Find', 'Graph']",56.10%,FALSE,Hard
2077, Paths in Maze That Lead to Same Room,['Graph'],56.00%,TRUE,Medium
2078, Two Furthest Houses With Different Colors,"['Array', 'Greedy']",65.80%,FALSE,Easy
2079, Watering Plants,"['Array', 'Simulation']",79.90%,FALSE,Medium
2080, Range Frequency Queries,"['Array', 'Hash Table', 'Binary Search', '2+']",40.60%,FALSE,Medium
2081, Sum of k-Mirror Numbers,"['Math', 'Enumeration']",42.40%,FALSE,Hard
2082, The Number of Rich Customers,['Database'],77.30%,TRUE,Easy
2083, Substrings That Begin and End With the Same Letter,"['Hash Table', 'Math', 'String', '2+']",74.10%,TRUE,Medium
2084, Drop Type 1 Orders for Customers With Type 0 Orders,['Database'],86.90%,TRUE,Medium
2085, Count Common Words With One Occurrence,"['Array', 'Hash Table', 'String', '1+']",71.50%,FALSE,Easy
2086, Minimum Number of Food Buckets to Feed the Hamsters,"['String', 'Dynamic Programming', 'Greedy']",47.00%,FALSE,Medium
2087, Minimum Cost Homecoming of a Robot in a Grid,"['Array', 'Greedy']",51.10%,FALSE,Medium
2088, Count Fertile Pyramids in a Land,"['Array', 'Dynamic Programming', 'Matrix']",65.20%,FALSE,Hard
2089, Find Target Indices After Sorting Array,"['Array', 'Binary Search', 'Sorting']",76.90%,FALSE,Easy
2090, K Radius Subarray Averages,"['Array', 'Sliding Window']",46.00%,FALSE,Medium
2091, Removing Minimum and Maximum From Array,"['Array', 'Greedy']",55.00%,FALSE,Medium
2092, Find All People With Secret,"['Depth-First Search', '4+']",45.40%,FALSE,Hard
2093, Minimum Cost to Reach City With Discounts,"['Graph', 'Heap (Priority Queue)', '1+']",59.70%,TRUE,Medium
2094, Finding 3-Digit Even Numbers,"['Array', 'Hash Table', 'Sorting', '1+']",61.80%,FALSE,Easy
2095, Delete the Middle Node of a Linked List,"['Linked List', 'Two Pointers']",59.70%,FALSE,Medium
2096, Step-By-Step Directions From a Binary Tree Node to Another,"['String', 'Tree', 'Depth-First Search', '1+']",56.30%,FALSE,Medium
2097, Valid Arrangement of Pairs,"['Depth-First Search', 'Graph', '1+']",44.80%,FALSE,Hard
2098, Subsequence of Size K With the Largest Even Sum,"['Array', 'Greedy', 'Sorting']",36.30%,TRUE,Medium
2099, Find Subsequence of Length K With the Largest Sum,"['Array', 'Hash Table', 'Sorting', '1+']",44.30%,FALSE,Easy
2100, Find Good Days to Rob the Bank,"['Array', 'Dynamic Programming', '1+']",49.60%,FALSE,Medium
2120, Execution of All Suffix Instructions Staying in a Grid,"['String', 'Simulation']",82.60%,FALSE,Medium
2121, Intervals Between Identical Elements,"['Array', 'Hash Table', 'Prefix Sum']",44.60%,FALSE,Medium
2122, Recover the Original Array,"['Array', 'Hash Table', 'Two Pointers', '2+']",39.80%,FALSE,Hard
2123, Minimum Operations to Remove Adjacent Ones in Matrix,"['Array', 'Graph', 'Matrix']",40.00%,TRUE,Hard
2124, Check if All A's Appears Before All B's,['String'],72.20%,FALSE,Easy
2125, Number of Laser Beams in a Bank,"['Array', 'Math', 'String', '1+']",85.50%,FALSE,Medium
2126, Destroying Asteroids,"['Array', 'Greedy', 'Sorting']",51.90%,FALSE,Medium
2127, Maximum Employees to Be Invited to a Meeting,"['Depth-First Search', 'Graph', '1+']",37.40%,FALSE,Hard
2128, Remove All Ones With Row and Column Flips,"['Array', 'Math', 'Bit Manipulation', '1+']",76.20%,TRUE,Medium
2129, Capitalize the Title,['String'],65.30%,FALSE,Easy
2130, Maximum Twin Sum of a Linked List,"['Linked List', 'Two Pointers', 'Stack']",81.10%,FALSE,Medium
2131, Longest Palindrome by Concatenating Two Letter Words,"['Array', 'Hash Table', 'String', '2+']",47.90%,FALSE,Medium
2132, Stamping the Grid,"['Array', 'Greedy', 'Matrix', '1+']",32.60%,FALSE,Hard
2133, Check if Every Row and Column Contains All Numbers,"['Array', 'Hash Table', 'Matrix']",52.20%,FALSE,Easy
2134, Minimum Swaps to Group All 1's Together II,"['Array', 'Sliding Window']",65.50%,FALSE,Medium
2135, Count Words Obtained After Adding a Letter,"['Array', 'Hash Table', 'String', '2+']",43.20%,FALSE,Medium
2136, Earliest Possible Day of Full Bloom,"['Array', 'Greedy', 'Sorting']",71.50%,FALSE,Hard
2137, Pour Water Between Buckets to Make Water Levels Equal,"['Array', 'Binary Search']",66.90%,TRUE,Medium
2138, Divide a String Into Groups of Size k,"['String', 'Simulation']",67.10%,FALSE,Easy
2139, Minimum Moves to Reach Target Score,"['Math', 'Greedy']",51.20%,FALSE,Medium
2140, Solving Questions With Brainpower,"['Array', 'Dynamic Programming']",55.10%,FALSE,Medium
2141, Maximum Running Time of N Computers,"['Array', 'Binary Search', 'Greedy', '1+']",49.90%,FALSE,Hard
2142, The Number of Passengers in Each Bus I,['Database'],48.70%,TRUE,Medium
2143, Choose Numbers From Two Arrays in Range,"['Array', 'Dynamic Programming']",52.50%,TRUE,Hard
2144, Minimum Cost of Buying Candies With Discount,"['Array', 'Greedy', 'Sorting']",61.70%,FALSE,Easy
2145, Count the Hidden Sequences,"['Array', 'Prefix Sum']",39.20%,FALSE,Medium
2146, K Highest Ranked Items Within a Price Range,"['Array', 'Breadth-First Search', '3+']",43.60%,FALSE,Medium
2147, Number of Ways to Divide a Long Corridor,"['Math', 'String', 'Dynamic Programming']",49.20%,FALSE,Hard
2148, Count Elements With Strictly Smaller and Greater Elements,"['Array', 'Sorting', 'Counting']",59.40%,FALSE,Easy
2149, Rearrange Array Elements by Sign,"['Array', 'Two Pointers', 'Simulation']",84.10%,FALSE,Medium
2150, Find All Lonely Numbers in the Array,"['Array', 'Hash Table', 'Counting']",60.90%,FALSE,Medium
2151, Maximum Good People Based on Statements,"['Array', 'Backtracking', '2+']",50.70%,FALSE,Hard
2152, Minimum Number of Lines to Cover Points,"['Array', 'Hash Table', 'Math', '5+']",42.70%,TRUE,Medium
2153, The Number of Passengers in Each Bus II,['Database'],39.30%,TRUE,Hard
2154, Keep Multiplying Found Values by Two,"['Array', 'Hash Table', 'Sorting', '1+']",71.30%,FALSE,Easy
2155, All Divisions With the Highest Score of a Binary Array,['Array'],64.50%,FALSE,Medium
2156, Find Substring With Given Hash Value,"['String', 'Sliding Window', '2+']",24.00%,FALSE,Hard
2157, Groups of Strings,"['String', 'Bit Manipulation', 'Union Find']",26.20%,FALSE,Hard
2158, Amount of New Area Painted Each Day,"['Array', 'Segment Tree', 'Ordered Set']",55.30%,TRUE,Hard
2159, Order Two Columns Independently,['Database'],60.60%,TRUE,Medium
2160, Minimum Sum of Four Digit Number After Splitting Digits,"['Math', 'Greedy', 'Sorting']",86.30%,FALSE,Easy
2161, Partition Array According to Given Pivot,"['Array', 'Two Pointers', 'Simulation']",85.20%,FALSE,Medium
2162, Minimum Cost to Set Cooking Time,"['Math', 'Enumeration']",41.30%,FALSE,Medium
2163, Minimum Difference in Sums After Removal of Elements,"['Array', 'Dynamic Programming', '1+']",48.00%,FALSE,Hard
2164, Sort Even and Odd Indices Independently,"['Array', 'Sorting']",62.50%,FALSE,Easy
2165, Smallest Value of the Rearranged Number,"['Math', 'Sorting']",52.60%,FALSE,Medium
2166, Design Bitset,"['Array', 'Hash Table', 'String', '1+']",32.60%,FALSE,Medium
2167, Minimum Time to Remove All Cars Containing Illegal Goods,"['String', 'Dynamic Programming']",41.70%,FALSE,Hard
2168, Unique Substrings With Equal Digit Frequency,"['Hash Table', 'String', 'Rolling Hash', '2+']",59.90%,TRUE,Medium
2169, Count Operations to Obtain Zero,"['Math', 'Simulation']",74.60%,FALSE,Easy
2170, Minimum Operations to Make the Array Alternating,"['Array', 'Hash Table', 'Greedy', '1+']",33.40%,FALSE,Medium
2171, Removing Minimum Number of Magic Beans,"['Array', 'Greedy', 'Sorting', '2+']",43.10%,FALSE,Medium
2172, Maximum AND Sum of Array,"['Array', 'Dynamic Programming', '2+']",49.40%,FALSE,Hard
2173, Longest Winning Streak,['Database'],52.60%,TRUE,Hard
2174, Remove All Ones With Row and Column Flips II,"['Array', 'Bit Manipulation', '2+']",67.20%,TRUE,Medium
2175, The Change in Global Rankings,['Database'],60.30%,TRUE,Medium
2176, Count Equal and Divisible Pairs in an Array,['Array'],79.60%,FALSE,Easy
2177, Find Three Consecutive Integers That Sum to a Given Number,"['Math', 'Simulation']",64.80%,FALSE,Medium
2178, Maximum Split of Positive Even Integers,"['Math', 'Backtracking', 'Greedy']",59.30%,FALSE,Medium
2179, Count Good Triplets in an Array,"['Array', 'Binary Search', '5+']",41.50%,FALSE,Hard
2180, Count Integers With Even Digit Sum,"['Math', 'Simulation']",67.70%,FALSE,Easy
2181, Merge Nodes in Between Zeros,"['Linked List', 'Simulation']",89.80%,FALSE,Medium
2182, Construct String With Repeat Limit,"['Hash Table', 'String', 'Greedy', '2+']",55.00%,FALSE,Medium
2183, Count Array Pairs Divisible by K,"['Array', 'Math', 'Number Theory']",29.60%,FALSE,Hard
2184, Number of Ways to Build Sturdy Brick Wall,"['Array', 'Dynamic Programming', '2+']",49.20%,TRUE,Medium
2185, Counting Words With a Given Prefix,"['Array', 'String', 'String Matching']",78.40%,FALSE,Easy
2186, Minimum Number of Steps to Make Two Strings Anagram II,"['Hash Table', 'String', 'Counting']",72.80%,FALSE,Medium
2187, Minimum Time to Complete Trips,"['Array', 'Binary Search']",38.80%,FALSE,Medium
2188, Minimum Time to Finish the Race,"['Array', 'Dynamic Programming']",41.80%,FALSE,Hard
2189, Number of Ways to Build House of Cards,"['Math', 'Dynamic Programming']",63.00%,TRUE,Medium
2190, Most Frequent Number Following Key In an Array,"['Array', 'Hash Table', 'Counting']",59.10%,FALSE,Easy
2191, Sort the Jumbled Numbers,"['Array', 'Sorting']",60.20%,FALSE,Medium
2192, All Ancestors of a Node in a Directed Acyclic Graph,"['Depth-First Search', '3+']",62.20%,FALSE,Medium
2193, Minimum Number of Moves to Make Palindrome,"['Two Pointers', 'String', 'Greedy', '1+']",51.40%,FALSE,Hard
2194, Cells in a Range on an Excel Sheet,['String'],84.10%,FALSE,Easy
2195, Append K Integers With Minimal Sum,"['Array', 'Math', 'Greedy', '1+']",25.70%,FALSE,Medium
2196, Create Binary Tree From Descriptions,"['Array', 'Hash Table', 'Tree', '1+']",81.80%,FALSE,Medium
2197, Replace Non-Coprime Numbers in Array,"['Array', 'Math', 'Stack', '1+']",39.90%,FALSE,Hard
2198, Number of Single Divisor Triplets,['Math'],53.70%,TRUE,Medium
2199, Finding the Topic of Each Post,['Database'],50.10%,TRUE,Hard
2200, Find All K-Distant Indices in an Array,"['Array', 'Two Pointers']",66.40%,FALSE,Easy
2201, Count Artifacts That Can Be Extracted,"['Array', 'Hash Table', 'Simulation']",56.30%,FALSE,Medium
2202, Maximize the Topmost Element After K Moves,"['Array', 'Greedy']",23.10%,FALSE,Medium
2203, Minimum Weighted Subgraph With the Required Paths,"['Graph', 'Shortest Path']",37.20%,FALSE,Hard
2204, Distance to a Cycle in Undirected Graph,"['Depth-First Search', '3+']",68.20%,TRUE,Hard
2205, The Number of Users That Are Eligible for Discount,['Database'],50.10%,TRUE,Easy
2206, Divide Array Into Equal Pairs,"['Array', 'Hash Table', '2+']",74.00%,FALSE,Easy
2207, Maximize Number of Subsequences in a String,"['String', 'Greedy', 'Prefix Sum']",35.10%,FALSE,Medium
2208, Minimum Operations to Halve Array Sum,"['Array', 'Greedy', 'Heap (Priority Queue)']",47.40%,FALSE,Medium
2209, Minimum White Tiles After Covering With Carpets,"['String', 'Dynamic Programming', '1+']",37.20%,FALSE,Hard
2210, Count Hills and Valleys in an Array,['Array'],61.40%,FALSE,Easy
2211, Count Collisions on a Road,"['String', 'Stack', 'Simulation']",43.90%,FALSE,Medium
2212, Maximum Points in an Archery Competition,"['Array', 'Backtracking', '2+']",50.20%,FALSE,Medium
2213, Longest Substring of One Repeating Character,"['Array', 'String', 'Segment Tree', '1+']",32.20%,FALSE,Hard
2214, Minimum Health to Beat Game,"['Array', 'Greedy']",57.60%,TRUE,Medium
2215, Find the Difference of Two Arrays,"['Array', 'Hash Table']",79.80%,FALSE,Easy
2216, Minimum Deletions to Make Array Beautiful,"['Array', 'Stack', 'Greedy']",48.60%,FALSE,Medium
2217, Find Palindrome With Fixed Length,"['Array', 'Math']",37.40%,FALSE,Medium
2218, Maximum Value of K Coins From Piles,"['Array', 'Dynamic Programming', '1+']",60.50%,FALSE,Hard
2219, Maximum Sum Score of Array,"['Array', 'Prefix Sum']",61.80%,TRUE,Medium
2220, Minimum Bit Flips to Convert Number,['Bit Manipulation'],87.50%,FALSE,Easy
2221, Find Triangular Sum of an Array,"['Array', 'Math', 'Simulation', '1+']",78.80%,FALSE,Medium
2222, Number of Ways to Select Buildings,"['String', 'Dynamic Programming', '1+']",50.80%,FALSE,Medium
2223, Sum of Scores of Built Strings,"['String', 'Binary Search', 'Rolling Hash', '3+']",40.90%,FALSE,Hard
2224, Minimum Number of Operations to Convert Time,"['String', 'Greedy']",65.50%,FALSE,Easy
2225, Find Players With Zero or One Losses,"['Array', 'Hash Table', 'Sorting', '1+']",73.00%,FALSE,Medium
2226, Maximum Candies Allocated to K Children,"['Array', 'Binary Search']",38.50%,FALSE,Medium
2227, Encrypt and Decrypt Strings,"['Array', 'Hash Table', 'String', '2+']",40.90%,FALSE,Hard
2228, Users With Two Purchases Within Seven Days,['Database'],45.10%,TRUE,Medium
2229, Check if an Array Is Consecutive,"['Array', 'Hash Table', 'Sorting']",61.50%,TRUE,Easy
2230, The Users That Are Eligible for Discount,['Database'],50.20%,TRUE,Easy
2231, Largest Number After Digit Swaps by Parity,"['Sorting', 'Heap (Priority Queue)']",62.50%,FALSE,Easy
2232, Minimize Result by Adding Parentheses to Expression,"['String', 'Enumeration']",68.00%,FALSE,Medium
2233, Maximum Product After K Increments,"['Array', 'Greedy', 'Heap (Priority Queue)']",41.80%,FALSE,Medium
2234, Maximum Total Beauty of the Gardens,"['Array', 'Two Pointers', 'Binary Search', '2+']",29.70%,FALSE,Hard
2235, Add Two Integers,['Math'],88.00%,FALSE,Easy
2236, Root Equals Sum of Children,"['Tree', 'Binary Tree']",84.80%,FALSE,Easy
2237, Count Positions on Street With Required Brightness,"['Array', 'Prefix Sum']",61.80%,TRUE,Medium
2238, Number of Times a Driver Was a Passenger,['Database'],71.40%,TRUE,Medium
2239, Find Closest Number to Zero,['Array'],46.50%,FALSE,Easy
2240, Number of Ways to Buy Pens and Pencils,"['Math', 'Enumeration']",57.30%,FALSE,Medium
2241, Design an ATM Machine,"['Array', 'Greedy', 'Design']",42.80%,FALSE,Medium
2242, Maximum Score of a Node Sequence,"['Array', 'Graph', 'Sorting', '1+']",38.60%,FALSE,Hard
2243, Calculate Digit Sum of a String,"['String', 'Simulation']",66.40%,FALSE,Easy
2244, Minimum Rounds to Complete All Tasks,"['Array', 'Hash Table', 'Greedy', '1+']",62.90%,FALSE,Medium
2245, Maximum Trailing Zeros in a Cornered Path,"['Array', 'Matrix', 'Prefix Sum']",36.40%,FALSE,Medium
2246, Longest Path With Different Adjacent Characters,"['Array', 'String', 'Tree', '3+']",54.20%,FALSE,Hard
2247, Maximum Cost of Trip With K Highways,"['Dynamic Programming', '3+']",50.20%,TRUE,Hard
2248, Intersection of Multiple Arrays,"['Array', 'Hash Table', 'Sorting', '1+']",68.30%,FALSE,Easy
2249, Count Lattice Points Inside a Circle,"['Array', 'Hash Table', 'Math', '2+']",53.90%,FALSE,Medium
2250, Count Number of Rectangles Containing Each Point,"['Array', 'Binary Search', '2+']",35.30%,FALSE,Medium
2251, Number of Flowers in Full Bloom,"['Array', 'Hash Table', 'Binary Search', '3+']",56.90%,FALSE,Hard
2252, Dynamic Pivoting of a Table,['Database'],55.80%,TRUE,Hard
2253, Dynamic Unpivoting of a Table,['Database'],66.30%,TRUE,Hard
2254, Design Video Sharing Platform,"['Hash Table', 'Stack', 'Design', '1+']",62.90%,TRUE,Hard
2255, Count Prefixes of a Given String,"['Array', 'String']",72.80%,FALSE,Easy
2256, Minimum Average Difference,"['Array', 'Prefix Sum']",43.30%,FALSE,Medium
2257, Count Unguarded Cells in the Grid,"['Array', 'Matrix', 'Simulation']",52.50%,FALSE,Medium
2258, Escape the Spreading Fire,"['Array', 'Binary Search', '2+']",35.20%,FALSE,Hard
2259, Remove Digit From Number to Maximize Result,"['String', 'Greedy', 'Enumeration']",46.20%,FALSE,Easy
2260, Minimum Consecutive Cards to Pick Up,"['Array', 'Hash Table', 'Sliding Window']",51.80%,FALSE,Medium
2261, K Divisible Elements Subarrays,"['Array', 'Hash Table', 'Trie', '3+']",52.60%,FALSE,Medium
2262, Total Appeal of A String,"['Hash Table', 'String', '1+']",55.80%,FALSE,Hard
2263, Make Array Non-decreasing or Non-increasing,"['Dynamic Programming', 'Greedy']",66.10%,TRUE,Hard
2264, Largest 3-Same-Digit Number in String,['String'],69.00%,FALSE,Easy
2265, Count Nodes Equal to Average of Subtree,"['Tree', 'Depth-First Search', 'Binary Tree']",86.40%,FALSE,Medium
2266, Count Number of Texts,"['Hash Table', 'Math', 'String', '1+']",48.20%,FALSE,Medium
2267, Check if There Is a Valid Parentheses String Path,"['Array', 'Dynamic Programming', 'Matrix']",39.20%,FALSE,Hard
2268, Minimum Number of Keypresses,"['Hash Table', 'String', 'Greedy', '2+']",71.10%,TRUE,Medium
2269, Find the K-Beauty of a Number,"['Math', 'String', 'Sliding Window']",60.80%,FALSE,Easy
2270, Number of Ways to Split Array,"['Array', 'Prefix Sum']",48.40%,FALSE,Medium
2271, Maximum White Tiles Covered by a Carpet,"['Array', 'Binary Search', 'Greedy', '2+']",33.90%,FALSE,Medium
2272, Substring With Largest Variance,"['Array', 'Dynamic Programming']",46.20%,FALSE,Hard
2273, Find Resultant Array After Removing Anagrams,"['Array', 'Hash Table', 'String', '1+']",58.70%,FALSE,Easy
2274, Maximum Consecutive Floors Without Special Floors,"['Array', 'Sorting']",51.90%,FALSE,Medium
2275, Largest Combination With Bitwise AND Greater Than Zero,"['Array', 'Hash Table', '2+']",72.90%,FALSE,Medium
2276, Count Integers in Intervals,"['Design', 'Segment Tree', 'Ordered Set']",35.40%,FALSE,Hard
2277, Closest Node to Path in Tree,"['Array', 'Tree', 'Depth-First Search', '1+']",62.50%,TRUE,Hard
